nomination_id,year,award,name,is_winner,movie
36,1987,Best Actress,Irene Gutiérrez,Nominated, The House of Bernarda Alba
37,1987,Best Supporting Actor,Juan Echanove,Winner, Divinas palabras
38,1987,Best Supporting Actor,Agustín González,Nominated, Moors and Christians
39,1987,Best Supporting Actor,Pedro Ruiz,Nominated, Moors and Christians
40,1987,Best Supporting Actress,Verónica Forqué,Winner, Moors and Christians
41,1987,Best Supporting Actress,Marisa Paredes,Nominated, Silver-Beet Face
42,1987,Best Supporting Actress,Terele Pávez,Nominated, Laura
43,1987,Best Screenplay, Rafael Azcona,Winner,El bosque animado
44,1987,Best Screenplay, Manolo Matji,Nominated,The war of fools
45,1987,Best Screenplay, Rafael Azcona and Luis García Berlanga,Nominated,Moors and Christians
46,1987,Best Spanish Language Foreign Film,Mexico,Winner,Life Is Most Important 
47,1987,Best Spanish Language Foreign Film,Argentina,Nominated,Man Facing Southeast 
48,1987,Best Spanish Language Foreign Film,Cuba,Nominated,A Successful Man 
49,1988,Best Film,,Winner,Women on the Verge of a Nervous Breakdown
50,1988,Best Film,,Nominated,Rowing with the Wind
51,1988,Best Film,,Nominated,The Tunnel
52,1988,Best Film,,Nominated,Wait for Me in Heaven
53,1988,Best Film,,Nominated,Winter Diary
54,1988,Best Director,Gonzalo Suárez,Winner, Rowing with the Wind
55,1988,Best Director,Pedro Almodóvar,Nominated, Women on the Verge of a Nervous Breakdown
56,1988,Best Director,Ricardo Franco,Nominated, Berlin Blues
57,1988,Best Director,Antonio Mercero,Nominated, Wait for Me in Heaven
58,1988,Best Director,Francisco Regueiro,Nominated, Winter Diary
59,1988,Best Actor,Fernando Rey,Winner, Winter Diary
60,1988,Best Actor,Imanol Arias,Nominated, El Lute II: Tomorrow I'll be Free
61,1988,Best Actor,Antonio Ferrandis,Nominated, Jarrapellejos
62,1988,Best Actor,Alfredo Landa,Nominated, Sinatra
63,1988,Best Actor,José Soriano,Nominated, Wait for Me in Heaven
64,1988,Best Actress,Carmen Maura,Winner, Women on the Verge of a Nervous Breakdown
65,1988,Best Actress,Victoria Abril,Nominated, Bâton Rouge
66,1988,Best Actress,Ana Belén,Nominated, Miss Caribe
67,1988,Best Actress,María Fernanda d'Ocón,Nominated, Caminos de tiza
68,1988,Best Actress,Ángela Molina,Nominated, Luces y sombras
69,1988,Best Supporting Actor,José Sazatornil,Winner, Wait for Me in Heaven
70,1988,Best Supporting Actor,Ángel de Andrés López,Nominated, Bâton Rouge
71,1988,Best Supporting Actor,José Luis Gómez,Nominated, Rowing with the Wind
72,1988,Best Supporting Actor,Guillermo Montesinos,Nominated, Women on the Verge of a Nervous Breakdown
73,1988,Best Supporting Actor,Jorge Sanz,Nominated, El Lute II: Tomorrow I'll be Free
74,1988,Best Supporting Actress,María Barranco,Winner, Women on the Verge of a Nervous Breakdown
75,1988,Best Supporting Actress,Laura Cepeda,Nominated, Bâton Rouge
76,1988,Best Supporting Actress,Chus Lampreave,Nominated, Wait for Me in Heaven
77,1988,Best Supporting Actress,Terele Pávez,Nominated, Winter Diary
78,1988,Best Supporting Actress,Julieta Serrano,Nominated, Women on the Verge of a Nervous Breakdown
79,1988,Best Original Screenplay, Pedro Almodóvar,Winner,Women on the Verge of a Nervous Breakdown
80,1988,Best Original Screenplay, Agustín Díaz and Rafael Moleón,Nominated,Bâton rouge
81,1988,Best Original Screenplay," Román Gubern, Antonio Mercero and Horacio Valcárcel",Nominated,Wait for Me in Heaven
82,1988,Best Adapted Screenplay, Antonio Giménez-Rico and Manuel Gutiérrez,Winner,Jarrapellejos
83,1988,Best Adapted Screenplay," Vicente Aranda, Joaquim Jordà and Eleuterio Sánchez",Nominated,El Lute II: Tomorrow I'll be Free
84,1988,Best Adapted Screenplay, Félix Rotaeta,Nominated,The Pleasure of Killing
85,1988,Best Adapted Screenplay," Jorge R. del Alamo, Gabriel Castro and Antonio Isasi-Isasmendi",Nominated,Scent of a Crime
86,1988,Best Adapted Screenplay," Carlos A. Cornejo, Antonio Drove and José A. Mahieu",Nominated,The Tunnel
87,1989,Best Film,,Winner,Twisted Obsession
88,1989,Best Film,,Nominated,Esquilache
89,1989,Best Film,,Nominated,Montoyas y Tarantos
90,1989,Best Film,,Nominated,Moon Child
91,1989,Best Film,,Nominated,The Sea and the Weather
92,1989,Best Director,Fernando Trueba,Winner, Twisted Obsession
93,1989,Best Director,Vicente Aranda,Nominated, If They Tell You I Fell
94,1989,Best Director,Fernando Fernán,Nominated, The Sea and the Weather
95,1989,Best Director,Josefina Molina,Nominated, Esquilache
96,1989,Best Director,Agustí Villaronga,Nominated, Moon Child
97,1989,Best Actor,Jorge Sanz,Winner, If They Tell You I Fell
98,1989,Best Actor,Fernando Fernán,Nominated, Esquilache
99,1989,Best Actor,Fernando Fernán,Nominated, The Sea and the Weather
100,1989,Best Actor,Juan Diego,Nominated, The Dark Night of the Soul
101,1989,Best Actor,Alfredo Landa,Nominated, El Río Que Nos Lleva
102,1989,Best Actress,Rafaela Aparicio,Winner, The Sea and the Weather
103,1989,Best Actress,Victoria Abril,Nominated, If They Tell You I Fell
104,1989,Best Actress,Ana Belén,Nominated, The Flight of the Dove
105,1989,Best Actress,Verónica Forqué,Nominated, Going South Shopping
106,1989,Best Actress,Ángela Molina,Nominated, The Things of Love
107,1989,Best Supporting Actor,Adolfo Marsillach,Winner, Esquilache
108,1989,Best Supporting Actor,Juan Echanove,Nominated, The Flight of the Dove
109,1989,Best Supporting Actor,Juan Luis Galiardo,Nominated, The Flight of the Dove
110,1989,Best Supporting Actor,Fernando Guillén,Nominated, The Dark Night of the Soul
111,1989,Best Supporting Actor,Manuel Huete,Nominated, The Flight of the Dove
112,1989,Best Supporting Actor,Enrique San Francisco,Nominated, El Baile del Pato
113,1989,Best Supporting Actress,María Asquerino,Winner, The Sea and the Weather
114,1989,Best Supporting Actress,María Barranco,Nominated, The Things of Love
115,1989,Best Supporting Actress,Chus Lampreave,Nominated, Going South Shopping
116,1989,Best Supporting Actress,Amparo Rivelles,Nominated, Esquilache
117,1989,Best Supporting Actress,Concha Velasco,Nominated, Esquilache
118,1989,Best Original Screenplay, Agustí Villaronga,Winner,Moon Child
119,1989,Best Original Screenplay, José Luis Cuerda,Nominated,"Amanece, que no es poco"
120,1989,Best Original Screenplay, Manuel Iborra,Nominated,El Baile del Pato
121,1989,Best Original Screenplay, Rafael Azcona and José Luis García,Nominated,The Flight of the Dove
122,1989,Best Original Screenplay," Jaime Chávarri, Fernando Colomo, Lázaro Irazábal and Antonio Larreta",Nominated,The Things of Love
123,1989,Best Adapted Screenplay," Manolo Matji, Menno Meyjes and Fernando Trueba",Winner,Twisted Obsession
124,1989,Best Adapted Screenplay," Josefina Molina, Joaquín Oristrell and José Sámano",Nominated,Esquilache
125,1989,Best Adapted Screenplay," Fernando Colomo, José Luis Alonso de Santos and Joaquín Oristrell",Nominated,Going South Shopping
126,1989,Best Adapted Screenplay, Vicente Aranda,Nominated,If They Tell You I Fell
127,1989,Best Adapted Screenplay, Fernando Fernán,Nominated,The Sea and the Weather
128,1989,Best New Director, Ander Eta Yul,Winner,Ana Díez
129,1989,Best New Director, Brumal,Nominated,Cristina Andreu
130,1989,Best New Director, Too Old to Die Young,Nominated,Isabel Coixet
131,1989,Best New Director, Guarapo,Nominated,Santiago and Teodoro Ríos
132,1989,Best New Director, Continental,Nominated,Xavier Villaverde
133,1989,Best Animated Film,,Winner,Town Musicians of Bremen
134,1989,Best Spanish Language Foreign Film,Venezuela,Winner,Aventurera 
135,1990,Best Film,,Winner,"¡Ay, Carmela!"
136,1990,Best Film,,Nominated,Letters from Alou
137,1990,Best Film,,Nominated,Tie Me Up! Tie Me Down!
138,1990,Best Director,Carlos Saura,Winner," ¡Ay, Carmela!"
139,1990,Best Director,Pedro Almodóvar,Nominated, Tie Me Up! Tie Me Down!
140,1990,Best Director,Montxo Armendáriz,Nominated, Letters from Alou
141,1990,Best Actor,Andrés Pajares,Winner," ¡Ay, Carmela!"
142,1990,Best Actor,Imanol Arias,Nominated, Alone Together
143,1990,Best Actor,Antonio Banderas,Nominated, Tie Me Up! Tie Me Down!
144,1990,Best Actress,Carmen Maura,Winner," ¡Ay, Carmela!"
145,1990,Best Actress,Victoria Abril,Nominated, Tie Me Up! Tie Me Down!
146,1990,Best Actress,Charo López,Nominated, The Most Natural Thing
147,1990,Best Supporting Actor,Gabino Diego,Winner," ¡Ay, Carmela!"
148,1990,Best Supporting Actor,Juan Echanove,Nominated, Alone Together
149,1990,Best Supporting Actor,Francisco Rabal,Nominated, Tie Me Up! Tie Me Down!
150,1990,Best Supporting Actress,María Barranco,Winner, The Ages of Lulu
151,1990,Best Supporting Actress,Rosario Flores,Nominated, Against the Wind
152,1990,Best Supporting Actress,Loles León,Nominated, Tie Me Up! Tie Me Down!
153,1990,Best Original Screenplay, Montxo Armendáriz,Winner,Letters from Alou
154,1990,Best Original Screenplay," Eduardo Calvo, Agustín Díaz and Manolo Matji",Nominated,Alone Together
155,1990,Best Original Screenplay, Pedro Almodóvar,Nominated,Tie Me Up! Tie Me Down!
156,1990,Best Adapted Screenplay, Rafael Azcona and Carlos Saura,Winner,"¡Ay, Carmela!"
157,1990,Best Adapted Screenplay, Almudena Grandes and Bigas Luna,Nominated,The Ages of Lulu
158,1990,Best Adapted Screenplay, Luis Alcoriza,Nominated,The Shade of the Cypress Is Long
159,1990,Best New Director, Boom Boom,Winner,Rosa Vergés
160,1990,Best New Director, Black Sheep,Nominated,José María Carreño
161,1990,Best New Director, Against the Wind,Nominated,Paco Periñán
162,1990,Best Spanish Language Foreign Film,Peru,Winner,Fallen from Heaven 
163,1990,Best Spanish Language Foreign Film,Chile,Nominated,Candy or Mint 
164,1990,Best Spanish Language Foreign Film,Cuba,Nominated,María Antonia 
165,1991,Best Film,,Winner,Lovers
166,1991,Best Film,,Nominated,Don Juan in Hell
167,1991,Best Film,,Nominated,The Dumbfounded King
168,1991,Best Director,Vicente Aranda,Winner, Lovers
169,1991,Best Director,Pilar Miró,Nominated, Prince of Shadows
170,1991,Best Director,Imanol Uribe,Nominated, The Dumbfounded King
171,1991,Best Actor,Fernando Guillén,Winner, Don Juan in Hell
172,1991,Best Actor,Gabino Diego,Nominated, The Dumbfounded King
173,1991,Best Actor,Jorge Sanz,Nominated, Lovers
174,1991,Best Actress,Silvia Munt,Winner, Butterfly Wings
175,1991,Best Actress,Victoria Abril,Nominated, Lovers
176,1991,Best Actress,Maribel Verdú,Nominated, Lovers
177,1991,Best Supporting Actor,Juan Diego,Winner, The Dumbfounded King
178,1991,Best Supporting Actor,José Luis Gómez,Nominated, Prince of Shadows
179,1991,Best Supporting Actor,Javier Gurruchaga,Nominated, The Dumbfounded King
180,1991,Best Supporting Actress,Kiti Manver,Winner, Anything for Bread
181,1991,Best Supporting Actress,María Barranco,Nominated, The Dumbfounded King
182,1991,Best Supporting Actress,Cristina Marcos,Nominated, High Heels
183,1991,Best Original Screenplay, Eduardo Bajo Ulloa and Juanma Bajo Ulloa,Winner,Butterfly Wings
184,1991,Best Original Screenplay, Luis Marías,Nominated,Anything for Bread
185,1991,Best Original Screenplay," Álvaro del Amo, Vicente Aranda and Carlos Pérez Merinero",Nominated,Lovers
186,1991,Best Adapted Screenplay, Joan Potau and Gonzalo Torrente Malvido,Winner,The Dumbfounded King
187,1991,Best Adapted Screenplay, Carmen Rico-Godoy,Nominated,How to Be a Woman and Not Die in the Attempt
188,1991,Best Adapted Screenplay," Mario Camus, Pilar Miró and Juan Antonio Porto",Nominated,Prince of Shadows
189,1991,Best New Director, Butterfly Wings,Winner,Juanma Bajo Ulloa
190,1991,Best New Director, How to Be a Woman and Not Die in the Attempt,Nominated,Ana Belén
191,1991,Best New Director, Pink Sauce,Nominated,Manuel Gómez Pereira
192,1991,Best Spanish Language Foreign Film,Chile,Winner,The Frontier 
193,1991,Best Spanish Language Foreign Film,Cuba,Nominated,Hello Hemingway 
194,1991,Best Spanish Language Foreign Film,Venezuela,Nominated,Jericó 
195,1991,Best Spanish Language Foreign Film,Colombia,Nominated,A Matter of Honour 
196,1992,Best Film,,Winner,Belle Époque
197,1992,Best Film,,Nominated,The Fencing Master
198,1992,Best Film,,Nominated,Jamon Jamon
199,1992,Best Director,Fernando Trueba,Winner, Belle Époque
200,1992,Best Director,Bigas Luna,Nominated, Jamon Jamon
201,1992,Best Director,Pedro Olea,Nominated, The Fencing Master
202,1992,Best Actor,Alfredo Landa,Winner, La Marrana
203,1992,Best Actor,Jorge Sanz,Nominated, Belle Époque
204,1992,Best Actor,Javier Bardem,Nominated, Jamon Jamon
205,1992,Best Actress,Ariadna Gil,Winner, Belle Époque
206,1992,Best Actress,Penélope Cruz,Nominated, Jamon Jamon
207,1992,Best Actress,Assumpta Serna,Nominated, The Fencing Master
208,1992,Best Supporting Actor,Fernando Fernán Gómez,Winner, Belle Époque
209,1992,Best Supporting Actor,Gabino Diego,Nominated, Belle Époque
210,1992,Best Supporting Actor,Enrique San Francisco,Nominated, Club Virginia Orchestra
211,1992,Best Supporting Actress,Chus Lampreave,Winner, Belle Époque
212,1992,Best Supporting Actress,Mary Carmen Ramírez,Nominated, Belle Époque
213,1992,Best Supporting Actress,Pastora Vega,Nominated, Too Much Heart
214,1992,Best Original Screenplay," Rafael Azcona, José Luis García Sánchez and Fernando Trueba",Winner,Belle Époque
215,1992,Best Original Screenplay, Cuca Canals and Bigas Luna,Nominated,Jamon Jamon
216,1992,Best Original Screenplay, Julio Médem and Michel Gaztambide,Nominated,Vacas
217,1992,Best Adapted Screenplay," Antonio Larreta, Pedro Olea, Arturo Pérez-Reverte and Francisco Prada",Winner,The Fencing Master
218,1992,Best Adapted Screenplay, Rafael Alcázar and Manuel Vázquez Montalbán,Nominated,The Greek Labyrinth
219,1992,Best Adapted Screenplay, Adolfo Marsillach,Nominated,"I Get Off at the Next Stop, What About You?"
220,1992,Best Spanish Language Foreign Film,Argentina,Winner,A Place in the World 
221,1992,Best Spanish Language Foreign Film,Mexico,Nominated,Like Water for Chocolate 
222,1992,Best Spanish Language Foreign Film,Venezuela,Nominated,Shoot to Kill 
223,1992,Best European Film,France,Winner,Indochine 
224,1992,Best European Film,UK,Nominated,Hidden Agenda 
225,1992,Best European Film,UK,Nominated,Riff-Raff 
226,1992,Best New Director, Julio Médem,Winner,Vacas
227,1992,Best New Director, Álex de la Iglesia,Nominated,Acción mutante
228,1992,Best New Director, Chus Gutiérrez,Nominated,Sublet
229,1993,Best Film,,Winner,Everyone off to Jail
230,1993,Best Film,,Nominated,Intruder
231,1993,Best Film,,Nominated,Shadows in a Conflict
232,1993,Best Director,Luis García Berlanga,Winner, Everyone off to Jail
233,1993,Best Director,Vicente Aranda,Nominated, Intruder
234,1993,Best Director,Juanma Bajo Ulloa,Nominated, The Dead Mother
235,1993,Best Actor,Juan Echanove,Winner, Madregilda
236,1993,Best Actor,Imanol Arias,Nominated, Intruder
237,1993,Best Actor,Javier Bardem,Nominated, Golden Balls
238,1993,Best Actress,Verónica Forqué,Winner, Kika
239,1993,Best Actress,Carmen Maura,Nominated, Shadows in a Conflict
240,1993,Best Actress,Emma Suárez,Nominated, The Red Squirrel
241,1993,Best Supporting Actor,Fernando Valverde,Winner, Shadows in a Conflict
242,1993,Best Supporting Actor,Juan Echanove,Nominated, My Soul Brother
243,1993,Best Supporting Actor,Javier Gurruchaga,Nominated," Banderas, the Tyrant"
244,1993,Best Supporting Actress,Rosa Maria Sardà,Winner, Why Do They Call It Love When They Mean Sex?
245,1993,Best Supporting Actress,María Barranco,Nominated, The Red Squirrel
246,1993,Best Supporting Actress,Rossy de Palma,Nominated, Kika
247,1993,Best Original Screenplay, Mario Camus,Winner,Shadows in a Conflict
248,1993,Best Original Screenplay, Jorge García Berlanga and Luis García Berlanga,Nominated,Everyone off to Jail
249,1993,Best Original Screenplay, Ángel Fernández Santos and Francisco Regueiro,Nominated,Madregilda
250,1993,Best Adapted Screenplay, Rafael Azcona and José Luis García Sánchez,Winner,"Banderas, the Tyrant"
251,1993,Best Adapted Screenplay, Vicente Aranda,Nominated,The Bilingual Lover
252,1993,Best Adapted Screenplay, Guillem-Jordi Graells and Gonzalo Herralde,Nominated,La Febre d'Or
253,1993,Best Spanish Language Foreign Film,Argentina,Winner,"Gatica, El Mono "
254,1993,Best Spanish Language Foreign Film,Chile,Nominated,Johnny Cien Pesos 
255,1993,Best Spanish Language Foreign Film,Venezuela,Nominated,Golpes a Mi Puerta 
256,1993,Best European Film,Poland/France,Winner,Three Colours: Blue 
257,1993,Best European Film,UK,Nominated,The Crying Game 
258,1993,Best European Film,UK,Nominated,Peter's Friends 
259,1993,Best New Director, My Soul Brother,Winner,Mariano Barroso
260,1993,Best New Director, Ciénaga,Nominated,José Ángel Bohollo
261,1993,Best New Director, Urte ilunak,Nominated,Arantxa Lazcano
262,1994,Best Film,,Winner,Running Out of Time
263,1994,Best Film,,Nominated,Cradle Song
264,1994,Best Film,,Nominated,Turkish Passion
265,1994,Best Director,Imanol Uribe,Winner, Running Out of Time
266,1994,Best Director,Vicente Aranda,Nominated, Turkish Passion
267,1994,Best Director,José Luis Garci,Nominated, Cradle Song
268,1994,Best Actor,Carmelo Gómez,Winner, Running Out of Time
269,1994,Best Actor,Gabino Diego,Nominated, The Worst Years of Our Lives
270,1994,Best Actor,Alfredo Landa,Nominated, Cradle Song
271,1994,Best Actress,Cristina Marcos,Winner, All Men Are the Same
272,1994,Best Actress,Ana Belén,Nominated, Turkish Passion
273,1994,Best Actress,Ruth Gabriel,Nominated, Running Out of Time
274,1994,Best Supporting Actor,Javier Bardem,Winner, Running Out of Time
275,1994,Best Supporting Actor,Agustín González,Nominated, The Worst Years of Our Lives
276,1994,Best Supporting Actor,Óscar Ladoire,Nominated, Alegre ma non troppo
277,1994,Best Supporting Actress,María Luisa Ponte,Winner, Cradle Song
278,1994,Best Supporting Actress,Silvia Munt,Nominated, Turkish Passion
279,1994,Best Supporting Actress,Candela Peña,Nominated, Running Out of Time
280,1994,Best Original Screenplay," Joaquín Oristrell, Yolanda García Serrano,",Winner,All Men Are the Same
281,1994,Best Original Screenplay, Gonzalo Suárez,Nominated,The Detective and Death
282,1994,Best Original Screenplay, David Trueba,Nominated,The Worst Years of Our Lives
283,1994,Best Adapted Screenplay, Imanol Uribe,Winner,Running Out of Time
284,1994,Best Adapted Screenplay, José Luis Garci and Horacio Valcárcel,Nominated,Cradle Song
285,1994,Best Adapted Screenplay, Vicente Aranda,Nominated,Turkish Passion
286,1994,Best New Actor,Saturnino García,Winner, Justino
287,1994,Best New Actor,Coque Malla,Nominated, It's All Lies
288,1994,Best New Actor,Pepón Nieto,Nominated, Running Out of Time
289,1994,Best New Actress,Ruth Gabriel,Winner, Running Out of Time
290,1994,Best New Actress,Elvira Mínguez,Nominated, Running Out of Time
291,1994,Best New Actress,Candela Peña,Nominated, Running Out of Time
292,1994,Best Spanish Language Foreign Film,Cuba,Winner,Strawberry and Chocolate 
293,1994,Best Spanish Language Foreign Film,Colombia,Nominated,The Snail's Strategy 
294,1994,Best Spanish Language Foreign Film,Peru,Nominated,Without Compassion 
295,1994,Best European Film,UK,Winner,The Snapper 
296,1994,Best European Film,UK,Nominated,Raining Stones 
297,1994,Best European Film,UK,Nominated,The Remains of the Day 
298,1994,Best New Director, Justino,Winner,Santiago Aguilar
299,1994,Best New Director, Burn Me,Nominated,Héctor Carré
300,1994,Best New Director, It's All Lies,Nominated,Álvaro Fernández Armero
301,1994,Best Animated Film,,Winner,El Regreso del Viento del Norte
302,1995,Best Film,,Winner,Nobody Will Speak of Us When We're Dead
303,1995,Best Film,,Nominated,The Day of the Beast
304,1995,Best Film,,Nominated,Mouth to Mouth
305,1995,Best Director,Álex de la Iglesia,Winner, The Day of the Beast
306,1995,Best Director,Pedro Almodóvar,Nominated, The Flower of My Secret
307,1995,Best Director,Manuel Gómez Pereira,Nominated, Mouth to Mouth
308,1995,Best Actor,Javier Bardem,Winner, Mouth to Mouth
309,1995,Best Actor,Álex Angulo,Nominated, The Day of the Beast
310,1995,Best Actor,Federico Luppi,Nominated, Nobody Will Speak of Us When We're Dead
311,1995,Best Actress,Victoria Abril,Winner, Nobody Will Speak of Us When We're Dead
312,1995,Best Actress,Ariadna Gil,Nominated, Antártida
313,1995,Best Actress,Marisa Paredes,Nominated, The Flower of My Secret
314,1995,Best Supporting Actor,Luis Ciges,Winner, On Earth as It Is in Heaven
315,1995,Best Supporting Actor,Fernando Guillén Cuervo,Nominated, Mouth to Mouth
316,1995,Best Supporting Actor,Federico Luppi,Nominated, The Law of the Border
317,1995,Best Supporting Actress,Pilar Bardem,Winner, Nobody Will Speak of Us When We're Dead
318,1995,Best Supporting Actress,Chus Lampreave,Nominated, The Flower of My Secret
319,1995,Best Supporting Actress,Rossy de Palma,Nominated, The Flower of My Secret
320,1995,Best Original Screenplay, Agustín Díaz Yanes,Winner,Nobody Will Speak of Us When We're Dead
321,1995,Best Original Screenplay," Jorge Guerricaechevarría, Álex de la Iglesia and Manuel Gómez Pereira",Nominated,The Day of the Beast
322,1995,Best Original Screenplay," Juan Luis Iborra, Joaquín Oristrell, Manuel Gómez Pereira and Naomi Wise",Nominated,Mouth to Mouth
323,1995,Best Adapted Screenplay, Montxo Armendáriz and José Ángel Mañas,Winner,Stories from the Kronen
324,1995,Best Adapted Screenplay, Jaime de Armiñán,Nominated,The Lame Pigeon
325,1995,Best Adapted Screenplay, Ventura Pons,Nominated,What It's All About
326,1995,Best New Actor,Santiago Segura,Winner, The Day of the Beast
327,1995,Best New Actor,Juan Diego Botto,Nominated, Stories from the Kronen
328,1995,Best New Actor,Carlos Fuentes,Nominated, Antártida
329,1995,Best New Actress,Rosana Pastor,Winner, Land and Freedom
330,1995,Best New Actress,Amara Carmona,Nominated, Alma Gitana
331,1995,Best New Actress,María Pujalte,Nominated, Entre Rojas
332,1995,Best Spanish Language Foreign Film,Mexico,Winner,Midaq Alley 
333,1995,Best Spanish Language Foreign Film,Cuba,Nominated,The Elephant and the Bicycle 
334,1995,Best Spanish Language Foreign Film,Venezuela,Nominated,Sicario 
335,1995,Best European Film,Italy,Winner,Lamerica 
336,1995,Best European Film,France/UK,Nominated,Carrington 
337,1995,Best European Film,UK,Nominated,The Madness of King George 
338,1995,Best New Director, Nobody Will Speak of Us When We're Dead,Winner,Agustín Díaz Yanes
339,1995,Best New Director," Hi, Are You Alone?",Nominated,Icíar Bollaín
340,1995,Best New Director, Antártida,Nominated,Manuel Huerga
341,1996,Best Film,,Winner,Thesis
342,1996,Best Film,,Nominated,Bwana
343,1996,Best Film,,Nominated,The Dog in the Manger
344,1996,Best Director,Pilar Miró,Winner, The Dog in the Manger
345,1996,Best Director,Julio Medem,Nominated, Earth
346,1996,Best Director,Imanol Uribe,Nominated, Bwana
347,1996,Best Actor,Santiago Ramos,Winner, Como Un Relámpago
348,1996,Best Actor,Antonio Banderas,Nominated, Two Much
349,1996,Best Actor,Carmelo Gómez,Nominated, The Dog in the Manger
350,1996,Best Actress,Emma Suárez,Winner, The Dog in the Manger
351,1996,Best Actress,Ana Torrent,Nominated, Thesis
352,1996,Best Actress,Concha Velasco,Nominated, Beyond the Garden
353,1996,Best Supporting Actor,Luis Cuenca,Winner, The Good Life
354,1996,Best Supporting Actor,Jordi Mollà,Nominated, La Celestina
355,1996,Best Supporting Actor,Nancho Novo,Nominated, La Celestina
356,1996,Best Supporting Actress,Mary Carrillo,Winner, Beyond the Garden
357,1996,Best Supporting Actress,Loles León,Nominated, Libertarias
358,1996,Best Supporting Actress,Maribel Verdú,Nominated, La Celestina
359,1996,Best Original Screenplay, Alejandro Amenábar,Winner,Thesis
360,1996,Best Original Screenplay, David Trueba,Nominated,The Good Life
361,1996,Best Original Screenplay, Isabel Coixet,Nominated,Things I Never Told You
362,1996,Best Adapted Screenplay, Pilar Miró and Rafael Pérez Sierra,Winner,The Dog in the Manger
363,1996,Best Adapted Screenplay, Mario Camus,Nominated,Beyond the Garden
364,1996,Best Adapted Screenplay, Rafael Azcona and José Luis García Sánchez,Nominated,Tramway to Malvarrosa
365,1996,Best New Actor,Fele Martínez,Winner, Thesis
366,1996,Best New Actor,Emilio Buale,Nominated, Bwana
367,1996,Best New Actor,Liberto Rabal,Nominated, Tramway to Malvarrosa
368,1996,Best New Actress,Íngrid Rubio,Winner, Beyond the Garden
369,1996,Best New Actress,Lucía Jiménez,Nominated, The Good Life
370,1996,Best New Actress,Silke Hornillos Klein,Nominated, Earth
371,1996,Best Spanish Language Foreign Film,Argentina,Winner,Autumn Sun 
372,1996,Best Spanish Language Foreign Film,Cuba,Nominated,Think of Me 
373,1996,Best Spanish Language Foreign Film,Mexico,Nominated,No Return Address 
374,1996,Best European Film,UK,Winner,Secrets & Lies 
375,1996,Best European Film,Denmark,Nominated,Breaking the Waves 
376,1996,Best European Film,Greece,Nominated,The Gaze of Odysseus 
377,1996,Best New Director, Thesis,Winner,Alejandro Amenábar
378,1996,Best New Director, The Good Life,Nominated,David Trueba
379,1996,Best New Director," Más Que Amor, Frenesí",Nominated,"Alfonso Albacete, Miguel Bardem and David Menkes"
380,1997,Best Film,,Winner,Lucky Star
381,1997,Best Film,,Nominated,Martín (Hache)
382,1997,Best Film,,Nominated,Secrets of the Heart
383,1997,Best Director,Ricardo Franco,Winner, Lucky Star
384,1997,Best Director,Adolfo Aristarain,Nominated, Martín (Hache)
385,1997,Best Director,Montxo Armendáriz,Nominated, Secrets of the Heart
386,1997,Best Actor,Antonio Resines,Winner, Lucky Star
387,1997,Best Actor,Javier Bardem,Nominated, Live Flesh
388,1997,Best Actor,Jordi Mollà,Nominated, Lucky Star
389,1997,Best Actress,Cecilia Roth,Winner, Martín (Hache)
390,1997,Best Actress,Julia Gutiérrez Caba,Nominated, The Colour of the Clouds
391,1997,Best Actress,Maribel Verdú,Nominated, Lucky Star
392,1997,Best Supporting Actor,José Sancho,Winner, Live Flesh
393,1997,Best Supporting Actor,Antonio Valero,Nominated, The Colour of the Clouds
394,1997,Best Supporting Actor,Juan Jesús Valverde,Nominated, The Rats
395,1997,Best Supporting Actress,Charo López,Winner, Secrets of the Heart
396,1997,Best Supporting Actress,Ángela Molina,Nominated, Live Flesh
397,1997,Best Supporting Actress,Vicky Peña,Nominated, Secrets of the Heart
398,1997,Best Original Screenplay, Ricardo Franco and Ángeles González Sinde,Winner,Lucky Star
399,1997,Best Original Screenplay, Fernando León de Aranoa,Nominated,Family
400,1997,Best Original Screenplay, Montxo Armendáriz,Nominated,Secrets of the Heart
401,1997,Best Adapted Screenplay," Jean-Louis Benoît, Cuca Canals and Bigas Luna",Winner,The Chambermaid on the Titanic
402,1997,Best Adapted Screenplay, Josep Maria Benet i Jornet and Ventura Pons,Nominated,Actrius
403,1997,Best Adapted Screenplay, Ignacio Martínez de Pisón,Nominated,Backroads
404,1997,Best New Actor,Andoni Erburu,Winner, Secrets of the Heart
405,1997,Best New Actor,Manuel Manquiña,Nominated, Airbag
406,1997,Best New Actor,Fernando Ramallo,Nominated, Backroads
407,1997,Best New Actress,Isabel Ordaz,Winner, Chevrolet
408,1997,Best New Actress,Paulina Gálvez,Nominated, Retrato de Mujer Con Hombre Al Fondo
409,1997,Best New Actress,Blanca Portillo,Nominated, The Colour of the Clouds
410,1997,Best Spanish Language Foreign Film,Argentina,Winner,Ashes of Paradise 
411,1997,Best Spanish Language Foreign Film,Mexico,Nominated,The Last Call 
412,1997,Best Spanish Language Foreign Film,Cuba,Nominated,Vertical Love 
413,1997,Best European Film,UK,Winner,The Full Monty 
414,1997,Best European Film,UK,Nominated,Brassed Off 
415,1997,Best European Film,UK,Nominated,The English Patient 
416,1997,Best New Director, Family,Winner,Fernando León de Aranoa
