nomination_id,year,award,name,is_winner,movie
417,1997,Best New Director, Memorias del Angel Caído,Nominated,David Alonso and Fernando Cámara
418,1997,Best New Director, La Moños,Nominated,Mireia Ros
419,1997,Best Animated Film,,Winner,Megasónicos
420,1998,Best Film,,Winner,The Girl of Your Dreams
421,1998,Best Film,,Nominated,Barrio
422,1998,Best Film,,Nominated,The Grandfather
423,1998,Best Film,,Nominated,Open Your Eyes
424,1998,Best Director,Fernando Trueba,Winner, The Girl of Your Dreams
425,1998,Best Director,Fernando León de Aranoa,Nominated, Barrio
426,1998,Best Director,Alejandro Amenábar,Nominated, Open Your Eyes
427,1998,Best Director,José Luis Garci,Nominated, The Grandfather
428,1998,Best Actor,Antonio Resines,Winner, The Girl of Your Dreams
429,1998,Best Actor,Fernando Fernán Gómez,Nominated, The Grandfather
430,1998,Best Actor,Gabino Diego,Nominated, A Time for Defiance
431,1998,Best Actor,Eduardo Noriega,Nominated, Open Your Eyes
432,1998,Best Actress,Leonor Watling,Winner, A Time for Defiance
433,1998,Best Actress,Penélope Cruz,Nominated, The Girl of Your Dreams
434,1998,Best Actress,Cayetana Guillén Cuervo,Nominated, The Grandfather
435,1998,Best Actress,Najwa Nimri,Nominated, The Lovers of the Arctic Circle
436,1998,Best Supporting Actor,Tony Leblanc,Winner," Torrente, the Stupid Arm of the Law"
437,1998,Best Supporting Actor,Francisco Algora,Nominated, Barrio
438,1998,Best Supporting Actor,Agustín González,Nominated, The Grandfather
439,1998,Best Supporting Actor,Jorge Sanz,Nominated, The Girl of Your Dreams
440,1998,Best Supporting Actress,Rosa Maria Sardà,Winner, The Girl of Your Dreams
441,1998,Best Supporting Actress,Adriana Ozores,Nominated, A Time for Defiance
442,1998,Best Supporting Actress,Loles León,Nominated, The Girl of Your Dreams
443,1998,Best Supporting Actress,Alicia Sánchez,Nominated, Barrio
444,1998,Best Original Screenplay, Miguel Ángel Egea and Carlos López,Winner,The Girl of Your Dreams
445,1998,Best Original Screenplay, Fernando León de Aranoa,Nominated,Barrio
446,1998,Best Original Screenplay, Alejandro Amenábar and Mateo Gil,Nominated,Open Your Eyes
447,1998,Best Original Screenplay, Julio Medem,Nominated,The Lovers of the Arctic Circle
448,1998,Best Adapted Screenplay, José Luis Garci and Horacio Valcárcel,Winner,The Grandfather
449,1998,Best Adapted Screenplay, Salvador García Ruiz,Nominated,Mensaka
450,1998,Best Adapted Screenplay," Fernando Colomo, José Ángel Esteban, Carlos López and Nicolás Sánchez Albornoz",Nominated,Barbaric Years
451,1998,Best Adapted Screenplay, Carlos Álvarez and Antonio José Betancor,Nominated,Mararía
452,1998,Best New Actor,Miroslav Táborský,Winner, The Girl of Your Dreams
453,1998,Best New Actor,Ernesto Alterio,Nominated, Barbaric Years
454,1998,Best New Actor,Javier Cámara,Nominated," Torrente, the Stupid Arm of the Law"
455,1998,Best New Actor,Tristán Ulloa,Nominated, Mensaka
456,1998,Best New Actress,Goya Toledo,Winner, Mararía
457,1998,Best New Actress,Marieta Orozco,Nominated, Barrio
458,1998,Best New Actress,María Esteve,Nominated, Nothing in the Fridge
459,1998,Best New Actress,Violeta Rodríguez,Nominated, Things I Left in Havana
460,1998,Best Spanish Language Foreign Film,Argentina,Winner,The Lighthouse 
461,1998,Best Spanish Language Foreign Film,Venezuela,Nominated,Amaneció de Golpe 
462,1998,Best Spanish Language Foreign Film,Mexico,Nominated,Esmeralda Comes by Night 
463,1998,Best Spanish Language Foreign Film,Cuba/Spain/Germany,Nominated,Little Tropikana 
464,1998,Best European Film,Ireland/United States,Winner,The Boxer 
465,1998,Best European Film,France/Italy,Nominated,April 
466,1998,Best European Film,France,Nominated,Marius and Jeannette 
467,1998,Best European Film,Russia/France,Nominated,The Thief 
468,1998,Best New Director, The Miracle of P. Tinto,Winner,Javier Fesser
469,1998,Best New Director," Torrente, the Stupid Arm of the Law",Nominated,Santiago Segura
470,1998,Best New Director, Mensaka,Nominated,Salvador García Ruiz
471,1998,Best New Director, The First Night of My Life,Nominated,Miguel Albaladejo
472,1998,Best Animated Film,,Winner,¡Qué Vecinos Tan Animales!
473,1998,Best Animated Film,,Nominated,"Ahmed, El Príncipe de La Alhambra"
474,1999,Best Film,,Winner,All About My Mother
475,1999,Best Film,,Nominated,Alone
476,1999,Best Film,,Nominated,Butterfly's Tongue
477,1999,Best Film,,Nominated,By My Side Again
478,1999,Best Director,Pedro Almodóvar,Winner, All About My Mother
479,1999,Best Director,José Luis Cuerda,Nominated, Butterfly's Tongue
480,1999,Best Director,Gracia Querejeta,Nominated, By My Side Again
481,1999,Best Director,Benito Zambrano,Nominated, Alone
482,1999,Best Actor,Fernando Fernán Gómez,Winner, Butterfly's Tongue
483,1999,Best Actor,Francisco Rabal,Nominated, Goya in Bordeaux
484,1999,Best Actor,Jordi Mollà,Nominated, Second Skin
485,1999,Best Actor,Josep Maria Pou,Nominated, Beloved/Friend
486,1999,Best Actress,Carmen Maura,Winner, Lisbon
487,1999,Best Actress,Cecilia Roth,Nominated, All About My Mother
488,1999,Best Actress,Ariadna Gil,Nominated, Black Tears
489,1999,Best Actress,Mercedes Sampietro,Nominated, By My Side Again
490,1999,Best Supporting Actor,Álex Angulo,Winner, Dying of Laughter
491,1999,Best Supporting Actor,Juan Diego,Nominated, Paris-Timbuktu
492,1999,Best Supporting Actor,José Coronado,Nominated, Goya in Bordeaux
493,1999,Best Supporting Actor,Mario Gas,Nominated, Beloved/Friend
494,1999,Best Supporting Actress,María Galiana,Winner, Alone
495,1999,Best Supporting Actress,Candela Peña,Nominated, All About My Mother
496,1999,Best Supporting Actress,Adriana Ozores,Nominated, By My Side Again
497,1999,Best Supporting Actress,Julieta Serrano,Nominated, By My Side Again
498,1999,Best Original Screenplay, Pedro Almodóvar,Winner,All About My Mother
499,1999,Best Original Screenplay, Benito Zambrano,Nominated,Alone
500,1999,Best Original Screenplay," Manuel Gutiérrez Aragón, Elías Querejeta and Gracia Querejeta",Nominated,By My Side Again
501,1999,Best Original Screenplay, Icíar Bollaín and Julio Llamazares,Nominated,Flowers from Another World
502,1999,Best Adapted Screenplay," Rafael Azcona, José Luis Cuerda and Manuel Rivas",Winner,Butterfly's Tongue
503,1999,Best Adapted Screenplay, Josep Maria Benet i Jornet,Nominated,Beloved/Friend
504,1999,Best Adapted Screenplay, Miguel Albaladejo and Elvira Lindo,Nominated,Manolito Four Eyes
505,1999,Best Adapted Screenplay, Paz Alicia Garciadiego,Nominated,No One Writes to the Colonel
506,1999,Best New Actor,Carlos Álvarez-Nóvoa,Winner, Alone
507,1999,Best New Actor,Eduard Fernández,Nominated, Washington Wolves
508,1999,Best New Actor,Manuel Lozano,Nominated, Butterfly's Tongue
509,1999,Best New Actor,Luis Tosar,Nominated, Flowers from Another World
510,1999,Best New Actress,Silvia Abascal,Winner, The Yellow Fountain
511,1999,Best New Actress,Ana Fernández,Nominated, Alone
512,1999,Best New Actress,María Botto,Nominated, Jealousy
513,1999,Best New Actress,Antonia San Juan,Nominated, All About My Mother
514,1999,Best Spanish Language Foreign Film,Cuba/Spain,Winner,Life Is to Whistle 
515,1999,Best Spanish Language Foreign Film,Argentina,Nominated,Crane World 
516,1999,Best Spanish Language Foreign Film,Mexico,Nominated,"Juan, I Forgot I Don't Remember "
517,1999,Best Spanish Language Foreign Film,Colombia/Spain,Nominated,Time Out 
518,1999,Best European Film,Italy,Winner,Life Is Beautiful 
519,1999,Best European Film,France/Germany,Nominated,"Black Cat, White Cat "
520,1999,Best European Film,France,Nominated,Le Dîner de Cons 
521,1999,Best European Film,France,Nominated,It All Starts Today 
522,1999,Best New Director, Benito Zambrano,Winner,Alone
523,1999,Best New Director, María Ripoll,Nominated,The Man with Rain in His Shoes
524,1999,Best New Director, Mateo Gil,Nominated,Nobody Knows Anybody
525,1999,Best New Director, Miguel Bardem,Nominated,The Ugliest Woman in the World
526,1999,Best Animated Film,,Winner,Goomer
527,2000,Best Film,,Winner,Pellet
528,2000,Best Film,,Nominated,Common Wealth
529,2000,Best Film,,Nominated,Leo
530,2000,Best Film,,Nominated,You're the One
531,2000,Best Director,José Luis Borau,Winner, Leo
532,2000,Best Director,Álex de la Iglesia,Nominated, Common Wealth
533,2000,Best Director,Jaime Chávarri,Nominated, Kisses for Everyone
534,2000,Best Director,José Luis Garci,Nominated, You're the One
535,2000,Best Actor,Juan Luis Galiardo,Winner, Goodbye from the Heart
536,2000,Best Actor,Juan Diego Botto,Nominated, Plenilune
537,2000,Best Actor,Carmelo Gómez,Nominated, The Goalkeeper
538,2000,Best Actor,Miguel Ángel Solá,Nominated, I Know Who You Are
539,2000,Best Actress,Carmen Maura,Winner, Common Wealth
540,2000,Best Actress,Icíar Bollaín,Nominated, Leo
541,2000,Best Actress,Lydia Bosch,Nominated, You're the One
542,2000,Best Actress,Adriana Ozores,Nominated, Plenilune
543,2000,Best Supporting Actor,Emilio Gutiérrez Caba,Winner, Common Wealth
544,2000,Best Supporting Actor,Luis Cuenca,Nominated, Masterpiece
545,2000,Best Supporting Actor,Juan Diego,Nominated, You're the One
546,2000,Best Supporting Actor,Iñaki Miramón,Nominated, You're the One
547,2000,Best Supporting Actress,Julia Gutiérrez Caba,Winner, You're the One
548,2000,Best Supporting Actress,Chusa Barbero,Nominated, Kisses for Everyone
549,2000,Best Supporting Actress,Ana Fernández,Nominated, You're the One
550,2000,Best Supporting Actress,Terele Pávez,Nominated, Common Wealth
551,2000,Best Original Screenplay, Verónica Fernández and Achero Mañas,Winner,Pellet
552,2000,Best Original Screenplay, Jorge Guerricaechevarría and Álex de la Iglesia,Nominated,Common Wealth
553,2000,Best Original Screenplay, José Luis Borau,Nominated,Leo
554,2000,Best Original Screenplay, José Luis Garci and Horacio Valcárcel,Nominated,You're the One
555,2000,Best Adapted Screenplay, Fernando Fernán Gómez,Winner,Lázaro de Tormes
556,2000,Best Adapted Screenplay, Manuel Hidalgo and Gonzalo Suárez,Nominated,The Goalkeeper
557,2000,Best Adapted Screenplay, Tomàs Aragay and Cesc Gay,Nominated,Nico and Dani
558,2000,Best Adapted Screenplay, Salvador García Ruiz,Nominated,The Other Side
559,2000,Best New Actor,Juan José Ballesta,Winner, Pellet
560,2000,Best New Actor,Javier Batanero,Nominated, Leo
561,2000,Best New Actor,Pablo Carbonell,Nominated, Masterpiece
562,2000,Best New Actor,Jordi Vilches,Nominated, Nico and Dani
563,2000,Best New Actress,Laia Marull,Winner, Fugitives
564,2000,Best New Actress,Pilar López de Ayala,Nominated, Kisses for Everyone
565,2000,Best New Actress,Luisa Martín,Nominated, Miserable Life
566,2000,Best New Actress,Antònia Torrens,Nominated, The Sea
567,2000,Best Spanish Language Foreign Film,Argentina,Winner,Burnt Money 
568,2000,Best Spanish Language Foreign Film,Peru,Nominated,Captain Pantoja and the Special Services 
569,2000,Best Spanish Language Foreign Film,Ecuador,Nominated,Rodents 
570,2000,Best Spanish Language Foreign Film,Cuba,Nominated,The Waiting List 
571,2000,Best European Film,Denmark/Sweden,Winner,Dancer in the Dark 
572,2000,Best European Film,UK,Nominated,Chicken Run 
573,2000,Best European Film,UK,Nominated,East Is East 
574,2000,Best European Film,Sweden,Nominated,Faithless 
575,2000,Best New Director, Pellet,Winner,Achero Mañas
576,2000,Best New Director, I Know Who You Are,Nominated,Patricia Ferreira
577,2000,Best New Director, Nico and Dani,Nominated,Cesc Gay
578,2000,Best New Director, Heart of the Warrior,Nominated,Daniel Monzón
579,2000,Best Animated Film,,Winner,La Isla del Cangrejo
580,2000,Best Animated Film,,Nominated,10+2: El Gran Secreto
581,2000,Best Animated Film,,Nominated,El Ladrón de Sueños
582,2000,Best Animated Film,,Nominated,Marco Antonio. Rescate en Hong Kong
583,2001,Best Film,,Winner,The Others
584,2001,Best Film,,Nominated,Don't Tempt Me
585,2001,Best Film,,Nominated,Mad Love
586,2001,Best Film,,Nominated,Sex and Lucia
587,2001,Best Director,Alejandro Amenábar,Winner, The Others
588,2001,Best Director,Vicente Aranda,Nominated, Mad Love
589,2001,Best Director,Agustín Díaz,Nominated, Don't Tempt Me
590,2001,Best Director,Julio Medem,Nominated, Sex and Lucia
591,2001,Best Actor,Eduard Fernández,Winner, Fausto 5.0
592,2001,Best Actor,Sergi López,Nominated, Mine Alone
593,2001,Best Actor,Eusebio Poncela,Nominated, Intact
594,2001,Best Actor,Tristán Ulloa,Nominated, Sex and Lucia
595,2001,Best Actress,Pilar López de Ayala,Winner, Mad Love
596,2001,Best Actress,Nicole Kidman,Nominated, The Others
597,2001,Best Actress,Victoria Abril,Nominated, Don't Tempt Me
598,2001,Best Actress,Paz Vega,Nominated, Mine Alone
599,2001,Best Supporting Actor,Emilio Gutiérrez,Winner, Ten Days Without Love
600,2001,Best Supporting Actor,Antonio Dechent,Nominated, Intact
601,2001,Best Supporting Actor,Eduard Fernández,Nominated, Sound of the Sea
602,2001,Best Supporting Actor,Gael García,Nominated, Don't Tempt Me
603,2001,Best Supporting Actress,Rosa Maria Sardà,Winner, No Shame
604,2001,Best Supporting Actress,Elena Anaya,Nominated, Sex and Lucia
605,2001,Best Supporting Actress,Najwa Nimri,Nominated, Sex and Lucia
606,2001,Best Supporting Actress,Rosana Pastor,Nominated, Mad Love
607,2001,Best Original Screenplay, Alejandro Amenábar,Winner,The Others
608,2001,Best Original Screenplay, Agustín Díaz,Nominated,Don't Tempt Me
609,2001,Best Original Screenplay, Julio Medem,Nominated,Sex and Lucia
610,2001,Best Original Screenplay," Dominic Harari, Joaquín Oristrell, Teresa Pelegri and Cristina Rota",Nominated,No Shame
611,2001,Best Adapted Screenplay," Jorge Juan Martínez, Carlos Molinero, Clara Pérez and Lola Salvador",Winner,Savages
612,2001,Best Adapted Screenplay, Lluís-Anton Baulenas and Ventura Pons,Nominated,Anita Takes a Chance
613,2001,Best Adapted Screenplay," Dominic Harari, Sigfrid Monleón, Teresa Pelegri and Ferran Torrent",Nominated,The Dutchman's Island
614,2001,Best Adapted Screenplay, Rafael Azcona,Nominated,Sound of the Sea
615,2001,Best New Actor,Leonardo Sbaraglia,Winner, Intact
616,2001,Best New Actor,Biel Durán,Nominated," No Pain, No Gain"
617,2001,Best New Actor,James Bentley,Nominated, The Others
618,2001,Best New Actor,Rubén Ochandiano,Nominated, Broken Silence
619,2001,Best New Actress,Paz Vega,Winner, Sex and Lucia
620,2001,Best New Actress,Malena Alterio,Nominated, The Hold-Up
621,2001,Best New Actress,María Isasi,Nominated, Savages
622,2001,Best New Actress,Alakina Mann,Nominated, The Others
623,2001,Best Spanish Language Foreign Film,Argentina,Winner,The Escape 
624,2001,Best Spanish Language Foreign Film,Chile,Nominated,A Cab for Three 
625,2001,Best Spanish Language Foreign Film,Cuba,Nominated,Honey for Oshun 
626,2001,Best Spanish Language Foreign Film,Mexico,Nominated,Violet Perfume: Nobody Hears You 
627,2001,Best European Film,France,Winner,Amélie 
628,2001,Best European Film,UK,Nominated,Billy Elliot 
629,2001,Best European Film,UK,Nominated,Bridget Jones's Diary 
630,2001,Best European Film,UK,Nominated,Chocolat 
631,2001,Best New Director, Intact,Winner,Juan Carlos Fresnadillo
632,2001,Best New Director, Mine Alone,Nominated,Javier Balaguer
633,2001,Best New Director," No Pain, No Gain",Nominated,Víctor García León
634,2001,Best New Director, Savages,Nominated,Carlos Molinero
635,2001,Best Animated Film,,Winner,El Bosque Animado
636,2001,Best Animated Film,,Nominated,La Leyenda del Unicornio
637,2001,Best Animated Film,,Nominated,Manuelita
638,2001,Best Animated Film,,Nominated,Un Perro Llamado Dolor
639,2002,Best Film,,Winner,Mondays in the Sun
640,2002,Best Film,,Nominated,The City of No Limits
641,2002,Best Film,,Nominated,The Other Side of the Bed
642,2002,Best Film,,Nominated,Talk to Her
643,2002,Best Director,Fernando León de Aranoa,Winner, Mondays in the Sun
644,2002,Best Director,Pedro Almodóvar,Nominated, Talk to Her
645,2002,Best Director,Antonio Hernández,Nominated, The City of No Limits
646,2002,Best Director,Emilio Martínez,Nominated, The Other Side of the Bed
647,2002,Best Actor,Javier Bardem,Winner, Mondays in the Sun
648,2002,Best Actor,Sancho Gracia,Nominated, 800 Bullets
649,2002,Best Actor,Javier Cámara,Nominated, Talk to Her
650,2002,Best Actor,Juan Luis Galiardo,Nominated," Don Quixote, Knight Errant"
651,2002,Best Actress,Mercedes Sampietro,Winner, Common Places
652,2002,Best Actress,Ana Fernández,Nominated, Story of a Kiss
653,2002,Best Actress,Adriana Ozores,Nominated, Nobody's Life
654,2002,Best Actress,Leonor Watling,Nominated, My Mother Likes Women
655,2002,Best Supporting Actor,Luis Tosar,Winner, Mondays in the Sun
656,2002,Best Supporting Actor,José Coronado,Nominated, Box 507
657,2002,Best Supporting Actor,Carlos Hipólito,Nominated, Story of a Kiss
658,2002,Best Supporting Actor,Alberto San Juan,Nominated, The Other Side of the Bed
659,2002,Best Supporting Actress,Geraldine Chaplin,Winner, The City of No Limits
660,2002,Best Supporting Actress,María Esteve,Nominated, The Other Side of the Bed
661,2002,Best Supporting Actress,Mar Regueras,Nominated, Rancour
662,2002,Best Supporting Actress,Tina Sáinz,Nominated, Story of a Kiss
663,2002,Best Original Screenplay, Enrique Brasó and Antonio Hernández,Winner,The City of No Limits
664,2002,Best Original Screenplay, Fernando León de Aranoa and Ignacio del Moral,Nominated,Mondays in the Sun
665,2002,Best Original Screenplay, Roger Gual and Julio D. Wallovits,Nominated,Smoking Room
666,2002,Best Original Screenplay, Pedro Almodóvar,Nominated,Talk to Her
667,2002,Best Adapted Screenplay, Adolfo Aristarain and Kathy Saavedra,Winner,Common Places
668,2002,Best Adapted Screenplay, Manuel Gutiérrez Aragón,Nominated,"Don Quixote, Knight Errant"
669,2002,Best Adapted Screenplay, Fernando Trueba,Nominated,The Shanghai Spell
670,2002,Best Adapted Screenplay, Antonio Chavarrías,Nominated,You'll Be Back
671,2002,Best New Actor,José Ángel Egido,Winner, Mondays in the Sun
672,2002,Best New Actor,Roberto Enríquez,Nominated, The Impatient Alchemist
673,2002,Best New Actor,Carlos Iglesias,Nominated," Don Quixote, Knight Errant"
674,2002,Best New Actor,Guillermo Toledo,Nominated, The Other Side of the Bed
675,2002,Best New Actress,Lolita Flores,Winner, Rancour
676,2002,Best New Actress,Clara Lago,Nominated, Carol's Journey
677,2002,Best New Actress,Nieve de Medina,Nominated, Mondays in the Sun
678,2002,Best New Actress,Marta Etura,Nominated, Nobody's Life
679,2002,Best Spanish Language Foreign Film,Uruguay,Winner,The Last Train 
680,2002,Best Spanish Language Foreign Film,Mexico,Nominated,The Crime of Father Amaro 
681,2002,Best Spanish Language Foreign Film,Argentina,Nominated,A Lucky Day 
682,2002,Best Spanish Language Foreign Film,Cuba,Nominated,Nothing More 
683,2002,Best European Film,UK/Poland,Winner,The Pianist 
684,2002,Best European Film,UK,Nominated,Gosford Park 
685,2002,Best European Film,Denmark,Nominated,Italian for Beginners 
686,2002,Best European Film,Germany,Nominated,Mostly Martha 
687,2002,Best New Director, Smoking Room,Winner,Roger Gual and Julio D. Wallovits
688,2002,Best New Director, Nobody's Life,Nominated,Eduard Cortés
689,2002,Best New Director, My Mother Likes Women,Nominated,Daniela Fejerman and Inés París
690,2002,Best New Director, Stones,Nominated,Ramón Salazar
691,2002,Best Animated Film,,Winner,"Dragon Hill, La Colina del Dragón"
692,2002,Best Animated Film,,Nominated,"Anjé, La Leyenda del Pirineo"
693,2002,Best Animated Film,,Nominated,El Rey de la Granja
694,2002,Best Animated Film,,Nominated,Puerta del Tiempo
695,2003,Best Film,,Winner,Take My Eyes
696,2003,Best Film,,Nominated,My Life Without Me
697,2003,Best Film,,Nominated,The 4th Floor
698,2003,Best Film,,Nominated,Soldiers of Salamina
699,2003,Best Director,Icíar Bollaín,Winner, Take My Eyes
700,2003,Best Director,Isabel Coixet,Nominated, My Life Without Me
701,2003,Best Director,Cesc Gay,Nominated, In the City
702,2003,Best Director,David Trueba,Nominated, Soldiers of Salamina
703,2003,Best Actor,Luis Tosar,Winner, Take My Eyes
704,2003,Best Actor,Ernesto Alterio,Nominated, Soccer Days
705,2003,Best Actor,Javier Cámara,Nominated, Torremolinos 73
706,2003,Best Actor,Alfredo Landa,Nominated, The End of a Mystery
707,2003,Best Actress,Laia Marull,Winner, Take My Eyes
708,2003,Best Actress,Ariadna Gil,Nominated, Soldiers of Salamina
709,2003,Best Actress,Adriana Ozores,Nominated, Sleeping Luck
710,2003,Best Actress,Sarah Polley,Nominated, My Life Without Me
711,2003,Best Supporting Actor,Eduard Fernández,Winner, In the City
712,2003,Best Supporting Actor,Joan Dalmau,Nominated, Soldiers of Salamina
713,2003,Best Supporting Actor,Juan Diego,Nominated, Torremolinos 73
714,2003,Best Supporting Actor,José Luis Gómez,Nominated, The End of a Mystery
715,2003,Best Supporting Actress,Candela Peña,Winner, Take My Eyes
716,2003,Best Supporting Actress,Mónica López,Nominated, In the City
717,2003,Best Supporting Actress,María Botto,Nominated, Soldiers of Salamina
718,2003,Best Supporting Actress,María Pujalte,Nominated, The Carpenter's Pencil
719,2003,Best Original Screenplay, Icíar Bollaín and Alicia Luna,Winner,Take My Eyes
720,2003,Best Original Screenplay, Jaime Rosales and Enric Rufas,Nominated,The Hours of the Day
721,2003,Best Original Screenplay, Tomàs Aragay and Cesc Gay,Nominated,In the City
722,2003,Best Original Screenplay, Pablo Berger,Nominated,Torremolinos 73
723,2003,Best Adapted Screenplay, Isabel Coixet,Winner,My Life Without Me
724,2003,Best Adapted Screenplay, David Trueba,Nominated,Soldiers of Salamina
725,2003,Best Adapted Screenplay, Manuel Martín Cuenca and Lorenzo Silva,Nominated,The Weakness of the Bolshevik
726,2003,Best Adapted Screenplay, Fernando Marías,Nominated,The End of a Mystery
727,2003,Best New Actor,Fernando Tejero,Winner, Soccer Days
728,2003,Best New Actor,Juan Sanz,Nominated, Life Marks
729,2003,Best New Actor,Víctor Clavijo,Nominated, The Gift of Silvia
730,2003,Best New Actor,Óscar Jaenada,Nominated, November
731,2003,Best New Actress,María Valverde,Winner, The Weakness of the Bolshevik
732,2003,Best New Actress,Elisabet Gelabert,Nominated, Take My Eyes
733,2003,Best New Actress,Verónica Sánchez,Nominated, South from Granada
734,2003,Best New Actress,Nathalie Poza,Nominated, Soccer Days
735,2003,Best Spanish Language Foreign Film,Argentina,Winner,Intimate Stories 
736,2003,Best Spanish Language Foreign Film,Mexico,Nominated,El Misterio del Trinidad 
737,2003,Best Spanish Language Foreign Film,Cuba,Nominated,Suite Habana 
738,2003,Best Spanish Language Foreign Film,Uruguay,Nominated,A Trip to the Seaside 
739,2003,Best European Film,Germany,Winner,Good Bye Lenin! 
740,2003,Best European Film,Denmark,Nominated,Dogville 
741,2003,Best European Film,UK/France/Italy,Nominated,The Dreamers 
742,2003,Best European Film,France,Nominated,The Flower of Evil 
743,2003,Best New Director, Sleeping Luck,Winner,Ángeles González Sinde
744,2003,Best New Director, Soccer Days,Nominated,David Serrano
745,2003,Best New Director, Torremolinos 73,Nominated,Pablo Berger
746,2003,Best New Director, The Hours of the Day,Nominated,Jaime Rosales
747,2003,Best Animated Film,,Winner,El Cid: The Legend
748,2003,Best Animated Film,,Nominated,The 3 Wise Men
749,2003,Best Animated Film,,Nominated,El Embrujo del Sur
750,2003,Best Animated Film,,Nominated,Glup
751,2004,Best Film,,Winner,The Sea Inside
752,2004,Best Film,,Nominated,Bad Education
753,2004,Best Film,,Nominated,Rome
754,2004,Best Film,,Nominated,Tiovivo c. 1950
755,2004,Best Director,Alejandro Amenábar,Winner, The Sea Inside
756,2004,Best Director,Pedro Almodóvar,Nominated, Bad Education
757,2004,Best Director,Adolfo Aristarain,Nominated, Rome
758,2004,Best Director,Carlos Saura,Nominated, The 7th Day
759,2004,Best Actor,Javier Bardem,Winner, The Sea Inside
760,2004,Best Actor,Eduard Fernández,Nominated, Things That Make Life Worthwhile
761,2004,Best Actor,Eduardo Noriega,Nominated, The Wolf
762,2004,Best Actor,Guillermo Toledo,Nominated, Ferpect Crime
763,2004,Best Actress,Lola Dueñas,Winner, The Sea Inside
764,2004,Best Actress,Pilar Bardem,Nominated, María Querida
765,2004,Best Actress,Ana Belén,Nominated, Things That Make Life Worthwhile
766,2004,Best Actress,Penélope Cruz,Nominated, Don't Move
767,2004,Best Supporting Actor,Celso Bugallo,Winner, The Sea Inside
768,2004,Best Supporting Actor,Juan Diego,Nominated, The 7th Day
769,2004,Best Supporting Actor,Unax Ugalde,Nominated, Héctor
770,2004,Best Supporting Actor,Luis Varela,Nominated, Ferpect Crime
771,2004,Best Supporting Actress,Mabel Rivera,Winner, The Sea Inside
772,2004,Best Supporting Actress,Silvia Abascal,Nominated, The Wolf
773,2004,Best Supporting Actress,Victoria Abril,Nominated, The 7th Day
774,2004,Best Supporting Actress,Mercedes Sampietro,Nominated, Unconscious
775,2004,Best Original Screenplay, Alejandro Amenábar and Mateo Gil,Winner,The Sea Inside
776,2004,Best Original Screenplay," Dominic Harari, Joaquín Oristrell and Teresa Pelegri",Nominated,Unconscious
777,2004,Best Original Screenplay," José Ángel Esteban, Carlos López and Manolo Matji",Nominated,Hours of Light
778,2004,Best Original Screenplay," Adolfo Aristarain, Mario Camus and Kathy Saavedra",Nominated,Rome
779,2004,Best Adapted Screenplay, José Rivera,Winner,The Motorcycle Diaries
780,2004,Best Adapted Screenplay, Sergio Castellitto and Margaret Mazzantini,Nominated,Don't Move
781,2004,Best Adapted Screenplay, Salvador García Ruiz,Nominated,Voices in the Night
782,2004,Best Adapted Screenplay, Jaime Chávarri and Eduardo Mendoza,Nominated,The Year of the Flood
783,2004,Best New Actor,Tamar Novas,Winner, The Sea Inside
784,2004,Best New Actor,José Luis García Pérez,Nominated, Bear Cub
785,2004,Best New Actor,Nilo Mur,Nominated, Héctor
786,2004,Best New Actor,Jorge Roelas,Nominated, Tiovivo c. 1950
787,2004,Best New Actress,Belén Rueda,Winner, The Sea Inside
788,2004,Best New Actress,Teresa Hurtado de Ory,Nominated, Astronauts
789,2004,Best New Actress,Mónica Cervera,Nominated, Crimen Ferpecto
790,2004,Best New Actress,Núria Gago,Nominated, Héctor
791,2004,Best Spanish Language Foreign Film,Uruguay,Winner,Whisky 
792,2004,Best Spanish Language Foreign Film,Chile,Nominated,Machuca 
793,2004,Best Spanish Language Foreign Film,Argentina,Nominated,Moon of Avellaneda 
794,2004,Best Spanish Language Foreign Film,Colombia,Nominated,El Rey 
795,2004,Best European Film,Germany,Winner,Head-On 
796,2004,Best European Film,UK/Hungary,Nominated,Being Julia 
797,2004,Best European Film,UK,Nominated,Girl with a Pearl Earring 
798,2004,Best European Film,France,Nominated,Monsieur Ibrahim 
799,2004,Best New Director, Frío Sol de Invierno,Winner,Pablo Malo
800,2004,Best New Director, Astronauts,Nominated,Santi Amodeo
801,2004,Best New Director, Kill Me Tender,Nominated,Ramón De España
802,2004,Best New Director, Body Confusion,Nominated,Vicente Peñarrocha
803,2004,Best Animated Film,,Winner,P3K. Pinocho 3000
804,2004,Best Animated Film,,Nominated,Los Balunis en la Aventura del Fin del Mundo
805,2004,Best Animated Film,,Nominated,Supertramps
806,2005,Best Film,,Winner,The Secret Life of Words
807,2005,Best Film,,Nominated,7 Virgins
808,2005,Best Film,,Nominated,Obaba
809,2005,Best Film,,Nominated,Princesas
810,2005,Best Director,Isabel Coixet,Winner, The Secret Life of Words
811,2005,Best Director,Alberto Rodríguez,Nominated, 7 Virgins
812,2005,Best Director,Montxo Armendariz,Nominated, Obaba
813,2005,Best Director,Benito Zambrano,Nominated, Habana Blues
814,2005,Best Actor,Óscar Jaenada,Winner, Camarón: When Flamenco Became Legend
815,2005,Best Actor,Manuel Alexandre,Nominated, Elsa & Fred
816,2005,Best Actor,Eduard Fernández,Nominated, The Method
817,2005,Best Actor,Juan José Ballesta,Nominated, 7 Virgins
